UID,year,num_employees,gross_profit,net_profit,labour_cost,total_assets,total_liabilities,income_tax_expense,operating_profit,actual_revenue
GR0000000253,2020,2,685437.0,275560.0,99820.0,4585981.0,3874178.0,77670.0,353230.0,1124955.0
GR0000000253,2021,2,433121.0,194209.0,74554.0,3513364.0,3129988.0,55494.0,249703.0,756695.0
GR0000000253,2022,2,819862.0,326461.0,96599.0,6027285.0,4965737.0,75857.0,402317.0,1359171.0
GR0000000253,2023,2,869547.0,396088.0,99081.0,5000857.0,3894863.0,135978.0,532066.0,1708363.0
GR0000000253,2024,2,1226938.0,512784.0,74466.0,6682053.0,5382981.0,119598.0,632382.0,2048438.0
GR0000000254,2020,67,4112989.0,1197882.0,1624136.0,10221493.0,5896590.0,402576.0,1600459.0,16647855.0
GR0000000254,2021,73,2936100.0,987364.0,2005825.0,9718418.0,5141234.0,262831.0,1250195.0,14214027.0
GR0000000254,2022,70,4819775.0,1660738.0,1820057.0,13893557.0,8477119.0,516358.0,2177097.0,18538240.0
GR0000000254,2023,64,1835041.0,516116.0,1466096.0,7960565.0,4340978.0,166976.0,683093.0,9000440.0
GR0000000254,2024,70,4015281.0,1086337.0,1876532.0,12011184.0,6568821.0,384422.0,1470759.0,17314723.0
GR0000000255,2020,34,2190797.0,718293.0,1405438.0,16880382.0,8913762.0,244439.0,962732.0,10663184.0
GR0000000255,2021,33,2459844.0,1067896.0,1326172.0,16549826.0,11169568.0,268196.0,1336092.0,9691878.0
GR0000000255,2022,32,2389112.0,1056014.0,1031489.0,17508754.0,11095880.0,323805.0,1379819.0,9415537.0
GR0000000255,2023,36,2441002.0,1000623.0,1436080.0,14627711.0,8782713.0,354894.0,1355517.0,9897822.0
GR0000000255,2024,38,3674664.0,1671802.0,1627392.0,18998095.0,13148606.0,443592.0,2115394.0,14620137.0
GR0000000256,2020,1,29933.0,13001.0,28541.0,286504.0,178870.0,4345.0,17347.0,148915.0
GR0000000256,2021,1,35838.0,14412.0,30831.0,355644.0,210222.0,4165.0,18577.0,227825.0
GR0000000256,2022,1,28003.0,9837.0,31057.0,256553.0,153642.0,3134.0,12971.0,124229.0
GR0000000256,2023,1,22449.0,7097.0,27647.0,167884.0,97514.0,2361.0,9458.0,110588.0
GR0000000256,2024,1,24078.0,9295.0,26105.0,171275.0,95161.0,2785.0,12080.0,104422.0
GR0000000257,2020,3,118558.0,26979.0,90187.0,398629.0,202019.0,9687.0,36666.0,532333.0
GR0000000257,2021,3,131447.0,27603.0,95749.0,513576.0,271139.0,10124.0,37727.0,721390.0
GR0000000257,2022,3,89554.0,22854.0,85039.0,264955.0,137997.0,7244.0,30097.0,393313.0
GR0000000257,2023,3,129282.0,35351.0,87754.0,326261.0,222531.0,12295.0,47646.0,545516.0
GR0000000257,2024,3,126856.0,37849.0,95355.0,441915.0,245692.0,10816.0,48665.0,695607.0
GR0000000258,2020,75,2139762.0,795813.0,2210530.0,7402482.0,4272501.0,244994.0,1040806.0,7457050.0
GR0000000258,2021,88,2788353.0,687217.0,2093833.0,9463674.0,7087875.0,216038.0,903256.0,11349503.0
GR0000000258,2022,99,6396861.0,2101433.0,2428644.0,19512336.0,14522059.0,533347.0,2634780.0,21858814.0
GR0000000258,2023,113,5373858.0,1997927.0,3197286.0,23820628.0,15370662.0,686512.0,2684439.0,24507166.0
GR0000000258,2024,119,2642836.0,687947.0,2770144.0,11753134.0,8682669.0,228893.0,916841.0,12458929.0
GR0000000259,2020,127,15380363.0,3738776.0,4013004.0,16445028.0,7724666.0,511580.0,4250356.0,48644564.0
GR0000000259,2021,114,8801287.0,1349903.0,3217786.0,7484035.0,3716148.0,418998.0,1768901.0,21451908.0
GR0000000259,2022,105,10841630.0,2071894.0,3337852.0,8485637.0,4147721.0,505792.0,2577686.0,24159111.0
GR0000000259,2023,109,6725732.0,1520778.0,2250059.0,6379181.0,3632136.0,297712.0,1818489.0,15000392.0
GR0000000259,2024,97,9027654.0,2642117.0,3139186.0,12752010.0,6493021.0,394416.0,3036532.0,23746476.0
GR0000000260,2020,47,5297558.0,1988733.0,1519630.0,9681745.0,5741815.0,581844.0,2570577.0,9679911.0
GR0000000260,2021,49,4338448.0,1461283.0,1439192.0,7816956.0,3499435.0,435884.0,1897167.0,7453289.0
GR0000000260,2022,46,4722132.0,1632113.0,1562645.0,11985765.0,6553848.0,651760.0,2283873.0,9432518.0
GR0000000260,2023,43,4653819.0,1651634.0,1078039.0,9070843.0,4123794.0,536691.0,2188325.0,9265181.0
GR0000000260,2024,45,5439192.0,1842154.0,1427046.0,11633239.0,6559373.0,768113.0,2610267.0,9231141.0
GR0000000261,2020,3,145730.0,55567.0,101712.0,370106.0,184691.0,16938.0,72505.0,341390.0
GR0000000261,2021,3,242198.0,84164.0,75595.0,536787.0,307133.0,24620.0,108783.0,497982.0
GR0000000261,2022,3,206412.0,61647.0,103729.0,474717.0,256018.0,25226.0,86872.0,438152.0
GR0000000261,2023,2,223712.0,80508.0,63650.0,432848.0,194560.0,33255.0,113763.0,374476.0
GR0000000261,2024,2,184440.0,70894.0,53825.0,446939.0,235431.0,24716.0,95610.0,380931.0
GR0000000262,2020,14,232829.0,71976.0,305466.0,924176.0,472832.0,26750.0,98727.0,1018220.0
GR0000000262,2021,15,507996.0,151124.0,340728.0,2602756.0,1319936.0,44457.0,195581.0,2686834.0
GR0000000262,2022,14,428199.0,127427.0,257303.0,1812438.0,928435.0,46355.0,173782.0,1796026.0
GR0000000262,2023,15,337843.0,104001.0,297012.0,2676865.0,1589017.0,35006.0,139006.0,2116556.0
GR0000000262,2024,15,279351.0,97352.0,276181.0,2243382.0,1303982.0,36251.0,133603.0,1739686.0
GR0000000263,2020,28,3488731.0,1157285.0,957308.0,8222026.0,4347863.0,439174.0,1596458.0,7484741.0
GR0000000263,2021,26,2716025.0,1110669.0,866882.0,4869337.0,2029808.0,341503.0,1452172.0,4957345.0
GR0000000263,2022,25,2304135.0,684028.0,836795.0,4242128.0,1829469.0,241061.0,925090.0,4173935.0
GR0000000263,2023,29,2507901.0,936230.0,884943.0,6563484.0,2682624.0,279097.0,1215327.0,6136627.0
GR0000000263,2024,27,3831384.0,1544610.0,808672.0,8952573.0,4258812.0,501466.0,2046076.0,7233101.0
GR0000000264,2020,3,473374.0,187276.0,122782.0,4398600.0,3505336.0,53366.0,240642.0,917421.0
GR0000000264,2021,3,490802.0,212710.0,107081.0,4245039.0,3533598.0,55254.0,267963.0,864337.0
GR0000000264,2022,3,422320.0,163133.0,135459.0,5063154.0,3922552.0,55371.0,218504.0,980850.0
GR0000000264,2023,3,524761.0,221035.0,148549.0,5080554.0,4222353.0,73955.0,294990.0,1279720.0
GR0000000264,2024,3,741756.0,333703.0,118688.0,8194652.0,6601059.0,121077.0,454780.0,1442619.0
GR0000000265,2020,2,54308.0,19245.0,57569.0,722104.0,495354.0,6799.0,26043.0,309745.0
GR0000000265,2021,1,31889.0,14258.0,33000.0,184205.0,110545.0,4462.0,18720.0,133197.0
GR0000000265,2022,1,23726.0,9650.0,25024.0,321805.0,224698.0,3791.0,13441.0,134210.0
GR0000000265,2023,1,26237.0,9557.0,25455.0,256030.0,145907.0,3011.0,12567.0,158830.0
GR0000000265,2024,1,32281.0,9264.0,33688.0,218335.0,153851.0,3737.0,13001.0,162546.0
GR0000000266,2020,2,50962.0,8255.0,34396.0,230117.0,143305.0,2535.0,10789.0,131694.0
GR0000000266,2021,1,18317.0,4945.0,15401.0,66462.0,48213.0,1873.0,6818.0,54647.0
GR0000000266,2022,1,26915.0,4187.0,16598.0,166540.0,118709.0,1742.0,5929.0,75007.0
GR0000000266,2023,1,23528.0,6512.0,14072.0,126613.0,80255.0,2575.0,9087.0,74371.0
GR0000000266,2024,1,30556.0,4863.0,16697.0,187441.0,132999.0,1551.0,6414.0,97958.0
GR0000000267,2020,59,2638279.0,570520.0,1769528.0,6362135.0,3360786.0,147623.0,718143.0,8847641.0
GR0000000267,2021,60,3065714.0,637291.0,1581378.0,9761483.0,4033724.0,191459.0,828751.0,12416503.0
GR0000000267,2022,61,3645568.0,995772.0,1590193.0,8128558.0,4283295.0,349090.0,1344862.0,14335560.0
GR0000000267,2023,62,1987278.0,381912.0,1581004.0,5517145.0,3078730.0,97275.0,479187.0,8111835.0
GR0000000267,2024,64,2519089.0,607437.0,1871842.0,7169864.0,3856986.0,202543.0,809980.0,9948556.0
GR0000000268,2020,2,677647.0,269730.0,101528.0,3485237.0,2630270.0,53456.0,323186.0,992909.0
GR0000000268,2021,2,1176054.0,501551.0,77261.0,8564092.0,6292794.0,99254.0,600805.0,1859416.0
GR0000000268,2022,2,435088.0,201772.0,86200.0,3200031.0,3036194.0,50252.0,252024.0,777156.0
GR0000000268,2023,2,406250.0,168883.0,106489.0,2755474.0,2191950.0,35650.0,204534.0,746878.0
GR0000000268,2024,2,1009833.0,404392.0,82125.0,6641403.0,4725566.0,81701.0,486093.0,1874292.0
GR0000000269,2020,173,36718102.0,12630263.0,7693910.0,47991384.0,18454147.0,3997702.0,16627965.0,60111146.0
GR0000000269,2021,169,16223943.0,7327850.0,6228387.0,24118242.0,10796954.0,2138354.0,9466204.0,29533615.0
GR0000000269,2022,175,40541328.0,16271277.0,7015714.0,61903278.0,28782319.0,4280275.0,20551552.0,64146100.0
GR0000000269,2023,157,34441190.0,15030433.0,6700588.0,44253150.0,22281450.0,5385134.0,20415568.0,54970923.0
GR0000000269,2024,145,26244879.0,8894824.0,6031019.0,37586846.0,19056943.0,3143148.0,12037972.0,39117685.0
GR0000000270,2024,96,4095957.0,1425648.0,2463717.0,13976436.0,8736624.0,468665.0,1894313.0,18188028.0
GR0000000271,2020,213,12968821.0,4099926.0,6006457.0,37092878.0,22431926.0,1389933.0,5489859.0,48289275.0
GR0000000271,2021,213,10963612.0,3116199.0,5148701.0,41898925.0,29243738.0,904617.0,4020816.0,44390948.0
GR0000000271,2022,237,5877792.0,1772300.0,6427199.0,16039496.0,10512960.0,587738.0,2360038.0,23528297.0
GR0000000271,2023,247,5821839.0,1487200.0,6274510.0,31869021.0,19388319.0,518445.0,2005644.0,27897905.0
GR0000000271,2024,249,14400610.0,4771052.0,6712566.0,52418675.0,31348130.0,1315742.0,6086794.0,59604240.0
GR0000000272,2020,247,8137722.0,2202356.0,5504375.0,20069428.0,10509432.0,490945.0,2693302.0,29579804.0
GR0000000272,2021,250,7122275.0,1362391.0,5060292.0,14753473.0,6777609.0,425265.0,1787656.0,25301458.0
GR0000000272,2022,243,9758655.0,2276981.0,6598625.0,25574122.0,14309268.0,766430.0,3043411.0,32993126.0
GR0000000272,2023,250,9728111.0,1528346.0,5890528.0,21623891.0,10005665.0,558431.0,2086778.0,34539719.0
GR0000000272,2024,250,9736522.0,1796999.0,5611153.0,23709076.0,12743597.0,429262.0,2226261.0,35219848.0
GR0000000273,2020,13,131779.0,33840.0,205545.0,493088.0,340334.0,13651.0,47490.0,685152.0
GR0000000273,2021,13,192498.0,39055.0,271845.0,758738.0,553744.0,13249.0,52305.0,1047068.0
GR0000000273,2022,15,544605.0,166002.0,277837.0,2164009.0,1196330.0,50115.0,216116.0,2632629.0
GR0000000273,2023,15,391047.0,84486.0,276138.0,1249203.0,896805.0,25660.0,110146.0,1777712.0
GR0000000273,2024,15,191423.0,57446.0,360537.0,917074.0,528812.0,18091.0,75536.0,1272482.0
GR0000000274,2020,41,1870029.0,623270.0,1028444.0,19468184.0,11441698.0,264513.0,887783.0,9754068.0
GR0000000274,2021,37,635732.0,256935.0,931056.0,7492306.0,5599687.0,97428.0,354363.0,3724223.0
GR0000000274,2022,38,1812201.0,587042.0,1099433.0,13838562.0,9408666.0,197126.0,784168.0,8371892.0
GR0000000274,2023,42,1739979.0,674153.0,1361752.0,12249781.0,7208983.0,252915.0,927068.0,7024038.0
GR0000000274,2024,39,1514388.0,532612.0,1217808.0,10962197.0,7812301.0,210884.0,743496.0,6504171.0
GR0000000275,2020,1,51201.0,21807.0,31665.0,1352836.0,1013546.0,6540.0,28347.0,130787.0
GR0000000275,2021,1,57520.0,22825.0,30768.0,1486925.0,1070074.0,9346.0,32171.0,145350.0
GR0000000275,2022,1,83173.0,35888.0,31883.0,726572.0,584611.0,14275.0,50163.0,189395.0
GR0000000275,2023,1,87329.0,35866.0,30667.0,863492.0,695820.0,10170.0,46037.0,206009.0
GR0000000275,2024,1,78171.0,35654.0,38620.0,1035464.0,763689.0,10983.0,46637.0,203800.0
GR0000000276,2020,42,7191472.0,2746216.0,1296624.0,7789623.0,4200590.0,742665.0,3488881.0,10289503.0
GR0000000276,2021,40,7811473.0,2392147.0,1749819.0,14066873.0,5060427.0,813289.0,3205436.0,15421446.0
GR0000000276,2022,47,9589568.0,3860544.0,1457717.0,16929539.0,7605246.0,1073202.0,4933747.0,17473629.0
GR0000000276,2023,43,7395885.0,2407104.0,1690834.0,9514556.0,3494861.0,841641.0,3248744.0,10866742.0
GR0000000276,2024,46,12132670.0,4978940.0,1802207.0,19065239.0,6811147.0,1916162.0,6895102.0,19364209.0
GR0000000277,2020,37,1561274.0,386141.0,946919.0,4772767.0,2869604.0,138560.0,524701.0,3906346.0
GR0000000277,2021,34,1865986.0,462703.0,953301.0,7564017.0,3511937.0,147389.0,610093.0,5822304.0
GR0000000277,2022,34,1812088.0,501187.0,767980.0,6323457.0,3948257.0,166243.0,667429.0,5567737.0
GR0000000277,2023,37,1166169.0,370331.0,1043006.0,4531601.0,2508883.0,120287.0,490617.0,3622401.0
GR0000000277,2024,38,2665878.0,784073.0,783002.0,7596702.0,3978042.0,306056.0,1090129.0,6678840.0
GR0000000278,2020,41,1886741.0,365707.0,851742.0,6738975.0,4754247.0,139563.0,505270.0,4878924.0
GR0000000278,2021,38,2548932.0,508388.0,883458.0,8806966.0,5000020.0,194013.0,702401.0,8053108.0
GR0000000278,2022,45,2780040.0,540509.0,810283.0,11472220.0,7257804.0,171469.0,711978.0,8842441.0
GR0000000278,2023,49,3970476.0,771150.0,883074.0,20787393.0,12574605.0,212763.0,983913.0,11177873.0
GR0000000278,2024,57,2675094.0,446690.0,1188966.0,10851168.0,8032518.0,167383.0,614073.0,7555836.0
GR0000000279,2020,2,150329.0,40870.0,54373.0,582794.0,297725.0,12918.0,53789.0,481949.0
GR0000000279,2021,1,144180.0,40272.0,29220.0,339178.0,161538.0,13049.0,53321.0,328937.0
GR0000000279,2022,1,56821.0,17102.0,25210.0,130902.0,79956.0,4630.0,21732.0,124622.0
GR0000000279,2023,1,44099.0,11211.0,29384.0,141801.0,84435.0,3096.0,14307.0,115552.0
GR0000000279,2024,1,63481.0,18734.0,23574.0,287004.0,128089.0,4992.0,23726.0,157719.0
GR0000000280,2021,226,9187209.0,1904925.0,6172834.0,23965006.0,14406939.0,654603.0,2559528.0,23421392.0
GR0000000280,2022,250,13846337.0,3744077.0,6392734.0,47948660.0,29639782.0,1392751.0,5136827.0,38782956.0
GR0000000280,2023,250,15486379.0,3723175.0,6216908.0,44862993.0,23551942.0,935515.0,4658690.0,31543809.0
GR0000000280,2024,247,11038953.0,2865881.0,6386507.0,33442574.0,22038175.0,753588.0,3619469.0,28341527.0
GR0000000281,2020,6,312708.0,104957.0,158852.0,890021.0,424077.0,30535.0,135493.0,714427.0
GR0000000281,2021,6,456312.0,101817.0,134204.0,2328787.0,1403268.0,38889.0,140705.0,1290168.0
GR0000000281,2022,5,335124.0,117214.0,128748.0,1016756.0,590574.0,49204.0,166418.0,782210.0
GR0000000281,2023,4,311549.0,102435.0,81268.0,774335.0,488441.0,41523.0,143958.0,760999.0
GR0000000281,2024,4,230076.0,73625.0,97970.0,897095.0,507069.0,30517.0,104142.0,730099.0
GR0000000282,2020,5,260667.0,82414.0,113997.0,674811.0,418315.0,28306.0,110721.0,945084.0
GR0000000282,2021,5,147251.0,48376.0,110091.0,508077.0,241233.0,12453.0,60829.0,634468.0
GR0000000282,2022,5,176479.0,57963.0,139706.0,575519.0,263628.0,16414.0,74378.0,637399.0
GR0000000282,2023,5,225954.0,79950.0,148190.0,750219.0,459501.0,25074.0,105024.0,938399.0
GR0000000282,2024,4,132001.0,43214.0,118531.0,514982.0,314817.0,11124.0,54338.0,536677.0
GR0000000283,2020,125,8393962.0,2230605.0,3420201.0,7506772.0,4865308.0,692658.0,2923263.0,22801337.0
GR0000000283,2021,135,9536168.0,2955323.0,3191324.0,14794927.0,9167488.0,842581.0,3797904.0,29447131.0
GR0000000283,2022,154,7698265.0,1457349.0,3289829.0,11270105.0,5313853.0,478559.0,1935908.0,21932196.0
GR0000000283,2023,176,15388099.0,2624883.0,4708706.0,16166097.0,9302651.0,965667.0,3590550.0,44578257.0
GR0000000283,2024,171,9780930.0,1620945.0,4366368.0,10711859.0,6775505.0,394263.0,2015209.0,29109122.0
GR0000000284,2020,10,241356.0,74308.0,203431.0,849588.0,567078.0,24462.0,98771.0,978211.0
GR0000000284,2021,10,308178.0,74098.0,209618.0,2052317.0,1128965.0,22480.0,96578.0,1679834.0
GR0000000284,2022,9,334417.0,78631.0,172573.0,1306853.0,718315.0,30222.0,108853.0,1446183.0
GR0000000284,2023,8,155132.0,55324.0,191694.0,674266.0,411815.0,18039.0,73363.0,685121.0
GR0000000284,2024,8,178107.0,63535.0,180808.0,1366027.0,877644.0,25304.0,88839.0,1167790.0
GR0000000285,2020,6,148551.0,40349.0,111995.0,402330.0,298593.0,12410.0,52759.0,715880.0
GR0000000285,2021,6,140942.0,26505.0,95039.0,285644.0,161380.0,9004.0,35509.0,648853.0
GR0000000285,2022,6,173776.0,28323.0,122292.0,394982.0,256841.0,11443.0,39766.0,649530.0
GR0000000285,2023,5,147711.0,32352.0,83589.0,224972.0,163897.0,13263.0,45616.0,553328.0
GR0000000285,2024,5,80250.0,19684.0,61981.0,168785.0,110046.0,7028.0,26712.0,309903.0
GR0000000286,2020,7,838278.0,343278.0,209799.0,1356711.0,634728.0,129710.0,472988.0,1401745.0
GR0000000286,2021,6,432042.0,179221.0,200279.0,1142379.0,540289.0,69653.0,248875.0,975904.0
GR0000000286,2022,7,923679.0,383700.0,206288.0,1526620.0,626445.0,146951.0,530650.0,1578011.0
GR0000000286,2023,7,687135.0,285838.0,211788.0,1763483.0,751128.0,94034.0,379873.0,1517741.0
GR0000000286,2024,6,471534.0,203361.0,183627.0,994141.0,549932.0,67599.0,270960.0,947165.0
GR0000000287,2020,15,214546.0,52708.0,325968.0,806637.0,631137.0,15711.0,68419.0,964980.0
GR0000000287,2021,13,299909.0,65600.0,284431.0,1415310.0,842745.0,16440.0,82040.0,1180882.0
GR0000000287,2022,11,113443.0,38060.0,246080.0,872103.0,498159.0,11820.0,49881.0,615201.0
GR0000000287,2023,10,161503.0,50748.0,214680.0,620452.0,428282.0,14882.0,65630.0,645518.0
GR0000000287,2024,10,250913.0,54473.0,198251.0,1222354.0,920908.0,20345.0,74818.0,1241877.0
GR0000000288,2023,196,5825479.0,1752371.0,5761646.0,17966028.0,13365235.0,479019.0,2231390.0,21112388.0
GR0000000288,2024,198,6795906.0,2533137.0,3992690.0,21939690.0,16288338.0,854115.0,3387251.0,27836133.0
GR0000000289,2022,3,122193.0,52866.0,90816.0,646605.0,419125.0,16522.0,69388.0,412799.0
GR0000000289,2023,3,137642.0,47569.0,117404.0,748401.0,486356.0,15697.0,63266.0,575291.0
GR0000000289,2024,3,307704.0,109847.0,93762.0,1898355.0,988993.0,29347.0,139194.0,1032351.0
GR0000000290,2022,12,554003.0,161398.0,292462.0,1480889.0,795454.0,45644.0,207042.0,1236187.0
GR0000000290,2023,13,534403.0,166730.0,313607.0,2322843.0,1290179.0,62948.0,229678.0,1426299.0
GR0000000290,2024,12,390978.0,148527.0,241264.0,1092096.0,502207.0,41922.0,190449.0,1023637.0
GR0000000291,2020,8,259291.0,72802.0,205926.0,786904.0,560483.0,28021.0,100823.0,949826.0
GR0000000291,2021,7,139614.0,38971.0,184338.0,620415.0,350443.0,11005.0,49976.0,697888.0
GR0000000291,2022,6,289546.0,96562.0,141890.0,707228.0,422391.0,32037.0,128599.0,974824.0
GR0000000291,2023,6,328666.0,91152.0,135058.0,870320.0,521276.0,28492.0,119643.0,1173896.0
GR0000000291,2024,5,99846.0,26880.0,131963.0,387864.0,284495.0,6816.0,33696.0,479711.0
GR0000000292,2020,1,11140.0,1774.0,16132.0,45409.0,30127.0,754.0,2528.0,53774.0
GR0000000292,2021,1,18184.0,4175.0,22561.0,61461.0,40462.0,1499.0,5674.0,87830.0
GR0000000292,2022,1,28260.0,8253.0,22803.0,149862.0,97874.0,2655.0,10908.0,161740.0
GR0000000292,2023,1,16833.0,3266.0,22695.0,78284.0,53801.0,1264.0,4530.0,110948.0
GR0000000292,2024,1,24555.0,4582.0,22835.0,93567.0,63392.0,1822.0,6405.0,119569.0
GR0000000293,2020,2,133757.0,46320.0,59478.0,300911.0,133189.0,7900.0,54220.0,271337.0
GR0000000293,2021,1,248976.0,72235.0,35783.0,368115.0,179170.0,20215.0,92450.0,326504.0
GR0000000293,2022,1,88220.0,37003.0,26675.0,181241.0,78476.0,7322.0,44326.0,153794.0
GR0000000293,2023,1,154891.0,61409.0,38147.0,225530.0,120279.0,16175.0,77583.0,236963.0
GR0000000293,2024,1,71122.0,22615.0,38029.0,116478.0,57473.0,5346.0,27961.0,105205.0
GR0000000294,2020,6,48245.0,9695.0,68106.0,273379.0,165896.0,2592.0,12288.0,272424.0
GR0000000294,2021,5,110214.0,18118.0,87565.0,509073.0,341991.0,6532.0,24650.0,551560.0
GR0000000294,2022,4,84918.0,22332.0,84138.0,333459.0,240780.0,7631.0,29963.0,336551.0
GR0000000294,2023,3,47468.0,12440.0,49150.0,245595.0,168481.0,4614.0,17055.0,196598.0
GR0000000294,2024,2,19682.0,5132.0,24652.0,76989.0,46938.0,1800.0,6932.0,98607.0
GR0000000295,2020,40,1104193.0,207422.0,721465.0,5260330.0,2571126.0,70974.0,278397.0,5895559.0
GR0000000295,2021,38,939118.0,246174.0,953659.0,3536820.0,1737564.0,64521.0,310695.0,4923800.0
GR0000000295,2022,34,1467395.0,357506.0,743835.0,3871842.0,2151587.0,101310.0,458816.0,5885771.0
GR0000000295,2023,31,543247.0,90686.0,543944.0,2158772.0,997182.0,32286.0,122972.0,2472474.0
GR0000000295,2024,37,843751.0,238032.0,847089.0,2528351.0,1168273.0,79940.0,317972.0,4038842.0
GR0000000296,2020,27,1142144.0,265329.0,646653.0,3596973.0,2467515.0,66665.0,331993.0,4617305.0
GR0000000296,2021,31,1535756.0,383985.0,718333.0,3868883.0,2696571.0,112385.0,496370.0,5613661.0
GR0000000296,2022,29,1152641.0,189227.0,715797.0,2960282.0,1831028.0,60969.0,250196.0,4343867.0
GR0000000296,2023,26,1364045.0,324786.0,692841.0,3073964.0,1685874.0,82473.0,407259.0,5162395.0
GR0000000296,2024,27,1396037.0,266214.0,861026.0,4064099.0,2033972.0,100213.0,366427.0,7004890.0
GR0000000297,2020,133,23326284.0,5651883.0,5550512.0,55314075.0,27582266.0,1786827.0,7438710.0,55595964.0
GR0000000297,2021,142,14981593.0,5348376.0,5975025.0,33626442.0,17795027.0,1536939.0,6885315.0,37291561.0
GR0000000297,2022,143,14668886.0,5573837.0,6014906.0,23058452.0,8521549.0,1663386.0,7237223.0,31921647.0
GR0000000297,2023,136,28351594.0,10837063.0,6740441.0,42697861.0,23355978.0,2910755.0,13747818.0,63371624.0
GR0000000297,2024,161,15021651.0,4669476.0,7077024.0,28235558.0,12234291.0,1248944.0,5918419.0,34730132.0
GR0000000298,2020,8,451002.0,100914.0,210517.0,965101.0,529439.0,37704.0,138617.0,1042924.0
GR0000000298,2021,8,343945.0,92790.0,169838.0,1331418.0,776404.0,37828.0,130617.0,803962.0
GR0000000298,2022,7,234998.0,57394.0,145546.0,630371.0,320435.0,23860.0,81254.0,653930.0
GR0000000298,2023,6,312767.0,88725.0,120573.0,1263894.0,743029.0,25420.0,114145.0,872101.0
GR0000000298,2024,5,164083.0,47182.0,116061.0,598574.0,346068.0,18332.0,65514.0,398818.0
GR0000000299,2020,1,15573.0,3935.0,17986.0,67017.0,37308.0,1544.0,5479.0,86208.0
GR0000000299,2021,1,17470.0,4118.0,20070.0,86004.0,52695.0,1543.0,5661.0,88509.0
GR0000000299,2022,1,13818.0,2042.0,15415.0,56155.0,38706.0,819.0,2861.0,61659.0
GR0000000299,2023,1,13520.0,3680.0,19867.0,61726.0,37064.0,1129.0,4809.0,79467.0
GR0000000299,2024,1,13156.0,2650.0,16776.0,49800.0,26642.0,811.0,3461.0,67105.0
GR0000000300,2020,19,778333.0,234745.0,697390.0,4537829.0,2858363.0,84436.0,319181.0,3169956.0
GR0000000300,2021,17,1605272.0,546225.0,571035.0,7653484.0,4278884.0,143709.0,689934.0,5766679.0
GR0000000300,2022,18,1260599.0,439206.0,549013.0,5641329.0,3114164.0,137731.0,576937.0,4238238.0
GR0000000300,2023,17,1528384.0,690708.0,698854.0,11689784.0,7794196.0,189023.0,879730.0,6797191.0
GR0000000300,2024,17,1688782.0,558844.0,534408.0,14097781.0,8581196.0,199875.0,758720.0,7439709.0
GR0000000301,2020,2,128336.0,61905.0,71108.0,1279176.0,898350.0,18947.0,80852.0,322346.0
GR0000000301,2021,2,298597.0,132689.0,75436.0,3446450.0,2498316.0,44349.0,177038.0,744460.0
GR0000000301,2022,2,111811.0,50460.0,69753.0,1257796.0,1016041.0,18646.0,69106.0,245986.0
GR0000000301,2023,2,311055.0,120410.0,78634.0,3939352.0,3287087.0,37922.0,158332.0,791449.0
GR0000000301,2024,2,206451.0,77325.0,72107.0,2734512.0,2071908.0,31242.0,108568.0,423680.0
GR0000000302,2020,15,479223.0,166074.0,359526.0,1632594.0,1260264.0,47578.0,213652.0,1966012.0
GR0000000302,2021,14,325698.0,72450.0,252839.0,2492402.0,1987411.0,26826.0,99275.0,2157487.0
GR0000000302,2022,13,321078.0,90895.0,229950.0,1551292.0,1065239.0,35093.0,125989.0,1774569.0
GR0000000302,2023,13,149518.0,34859.0,244702.0,911091.0,604282.0,13189.0,48048.0,777906.0
GR0000000302,2024,13,206818.0,74499.0,218558.0,1055027.0,812437.0,21405.0,95904.0,908736.0
GR0000000303,2020,12,184602.0,46010.0,181336.0,557162.0,391116.0,18937.0,64947.0,475662.0
GR0000000303,2021,11,368942.0,66228.0,174179.0,1932972.0,1435186.0,27199.0,93428.0,990308.0
GR0000000303,2022,11,260443.0,66263.0,185021.0,1173754.0,772142.0,20521.0,86784.0,721014.0
GR0000000303,2023,11,169797.0,39583.0,162328.0,1200407.0,827409.0,14356.0,53939.0,536941.0
GR0000000303,2024,12,244455.0,60126.0,187978.0,1723219.0,1143721.0,20648.0,80774.0,913796.0
GR0000000304,2020,173,28325511.0,7885694.0,6398021.0,58829078.0,32309189.0,2210505.0,10096200.0,55271424.0
GR0000000304,2021,188,38205697.0,14190916.0,8780578.0,52642401.0,28345124.0,4694614.0,18885529.0,70629779.0
GR0000000304,2022,178,39195719.0,12988470.0,7672618.0,58244192.0,26186351.0,4535003.0,17523474.0,72315019.0
GR0000000304,2023,170,28677792.0,8417507.0,7021191.0,48110408.0,23496776.0,2221306.0,10638813.0,70473960.0
GR0000000304,2024,203,29799267.0,6842265.0,7761986.0,50804138.0,19569062.0,2466898.0,9309162.0,73503797.0
GR0000000305,2023,19,521359.0,140812.0,300260.0,2658480.0,1688449.0,58100.0,198912.0,1420574.0
GR0000000305,2024,17,231315.0,48247.0,263888.0,1187263.0,944417.0,15015.0,63262.0,664643.0
GR0000000306,2020,209,10989714.0,2893412.0,6019554.0,21255416.0,13060791.0,759987.0,3653399.0,40624689.0
GR0000000306,2021,196,8824992.0,1400312.0,5069085.0,25482824.0,14782310.0,450464.0,1850776.0,37296284.0
