return_id,entity_id,tax_year,submission_date,filing_status,preparation_method,total_revenue,total_expenses,taxable_profit,tax_liability,tax_credits_claimed,final_tax_due,paid_status
TR-58A8E5F4,GR0000000124,2024,2025-06-20,On-time,Agent-prepared,344952.0,265615.0,79337.0,23552.18,1400.17,22152.01,Paid
TR-10D563C9,GR0000000125,2022,2023-06-10,On-time,Agent-prepared,8188679.0,7064881.0,1123798.0,305678.29,50562.68,255115.61,Paid
TR-F44740C7,GR0000000125,2023,2024-06-20,On-time,Agent-prepared,17820484.0,16026228.0,1794256.0,488045.99,79942.79,408103.2,Paid
TR-DB1C949A,GR0000000125,2024,2025-06-23,On-time,Self-prepared,9688128.0,8561266.0,1126862.0,306511.71,54320.03,252191.68,Paid
TR-886C7C15,GR0000000126,2022,2023-06-25,On-time,Agent-prepared,6951444.0,6062332.0,889112.0,218549.19,33684.99,184864.2,Partial
TR-95C951C3,GR0000000126,2023,2024-06-19,On-time,Self-prepared,6666908.0,5645190.0,1021718.0,251144.56,36919.42,214225.14,Paid
TR-6752D64D,GR0000000126,2024,2025-07-29,Extended,Agent-prepared,8019973.0,7259907.0,760066.0,186828.89,31119.37,155709.52,Paid
TR-8EC07C7D,GR0000000127,2022,2023-06-11,On-time,Agent-prepared,5728595.0,5249066.0,479529.0,97615.83,9850.38,87765.45,Paid
TR-81393901,GR0000000127,2023,2024-06-20,On-time,Agent-prepared,3066149.0,2781400.0,284749.0,57965.23,6770.7,51194.53,Paid
TR-FD1F7607,GR0000000127,2024,2025-06-19,On-time,Agent-prepared,4394987.0,4068850.0,326137.0,66390.43,7215.76,59174.67,Paid
TR-9A6DF06A,GR0000000128,2022,2023-06-24,On-time,Agent-prepared,2556711.0,1883563.0,673148.0,198715.13,12843.24,185871.88,Paid
TR-26B9F9BA,GR0000000128,2023,2024-06-22,On-time,Agent-prepared,1934224.0,1268635.0,665589.0,196483.69,13906.36,182577.33,Paid
TR-3E698783,GR0000000128,2024,2025-06-23,On-time,Agent-prepared,2001608.0,1498259.0,503349.0,148590.0,10514.41,138075.59,Paid
TR-0EEEC206,GR0000000129,2022,2023-06-22,On-time,Agent-prepared,1339647.0,1195641.0,144006.0,35553.33,5241.84,30311.49,Paid
TR-D26FA347,GR0000000129,2023,2024-06-21,On-time,Self-prepared,2161338.0,1995539.0,165799.0,40933.75,5832.39,35101.36,Paid
TR-ACDA7AB5,GR0000000129,2024,2025-06-10,On-time,Agent-prepared,1289125.0,1155158.0,133967.0,33074.82,4635.87,28438.95,Paid
TR-4BC58B4C,GR0000000130,2022,2023-07-18,Extended,Agent-prepared,2986492.0,2049283.0,937209.0,226413.05,38257.35,188155.7,Paid
TR-82A8EDCA,GR0000000130,2023,2024-06-18,On-time,Agent-prepared,3033601.0,1930733.0,1102868.0,266433.32,42883.71,223549.61,Paid
TR-A833D788,GR0000000130,2024,2025-06-17,On-time,Agent-prepared,3818197.0,2824252.0,993945.0,240119.45,41931.64,198187.81,Paid
TR-E130A06E,GR0000000131,2022,2023-06-10,On-time,Agent-prepared,55569509.0,49821938.0,5747571.0,1215861.39,217111.79,998749.6,Paid
TR-7DA7C9EE,GR0000000131,2023,2024-06-13,On-time,Agent-prepared,62928484.0,55375597.0,7552887.0,1597764.29,294614.67,1303149.62,Paid
TR-332EC90C,GR0000000131,2024,2025-06-17,On-time,Agent-prepared,58829558.0,51958478.0,6871080.0,1453532.44,268041.03,1185491.41,Paid
TR-F4A5E085,GR0000000132,2023,2024-06-10,On-time,Agent-prepared,242863.0,221717.0,21146.0,4926.9,747.1,4179.79,Paid
TR-E928C629,GR0000000132,2024,2025-06-18,On-time,Agent-prepared,459496.0,436521.2,22974.8,5353.0,750.06,4602.93,Paid
TR-A809E739,GR0000000133,2023,2024-06-16,On-time,Agent-prepared,4819344.0,3682804.0,1136540.0,294939.64,20738.42,274201.23,Paid
TR-6E394794,GR0000000133,2024,2025-06-15,On-time,Agent-prepared,4533122.0,3461842.0,1071280.0,278004.24,19264.8,258739.44,Paid
TR-73945673,GR0000000134,2022,2023-06-23,On-time,Agent-prepared,803388.0,736338.0,67050.0,17347.81,1581.25,15766.56,Paid
TR-873EF081,GR0000000134,2023,2024-06-18,On-time,Agent-prepared,487035.0,456102.0,30933.0,8003.28,750.75,7252.53,Paid
TR-BC23FF6E,GR0000000134,2024,2025-06-12,On-time,Agent-prepared,444346.0,416933.0,27413.0,7092.55,631.27,6461.28,Paid
TR-70877F4E,GR0000000135,2022,2023-06-23,On-time,Agent-prepared,2465274.0,1737564.0,727710.0,199074.39,12149.94,186924.44,Paid
TR-D11CDBDD,GR0000000135,2023,2024-06-13,On-time,Self-prepared,1753775.0,1345908.0,407867.0,111577.24,6971.55,104605.69,Paid
TR-5C7F4DC5,GR0000000135,2024,2025-06-11,On-time,Agent-prepared,2707149.0,2193012.0,514137.0,140648.76,9834.68,130814.08,Paid
TR-6D5EB167,GR0000000136,2022,2023-06-24,On-time,Agent-prepared,137455.0,126906.0,10549.0,2806.64,285.92,2520.72,Paid
TR-B0117900,GR0000000136,2023,2024-06-23,On-time,Agent-prepared,103224.0,94234.0,8990.0,2391.86,268.78,2123.08,Paid
TR-EF11370E,GR0000000136,2024,2025-06-16,On-time,Agent-prepared,91545.0,82138.0,9407.0,2502.8,284.29,2218.51,Paid
TR-1517BCF3,GR0000000137,2022,2023-06-14,On-time,Agent-prepared,993439.0,691327.0,302112.0,62171.42,12286.08,49885.35,Paid
TR-FA156E62,GR0000000137,2023,2024-06-15,On-time,Agent-prepared,1168336.0,820271.0,348065.0,71628.06,13447.5,58180.56,Paid
TR-70838F55,GR0000000137,2024,2025-06-21,On-time,Self-prepared,958734.0,759614.0,199120.0,40976.77,7383.18,33593.59,Paid
TR-C735510C,GR0000000138,2022,2023-06-23,On-time,Agent-prepared,1500174.0,1372188.0,127986.0,30137.49,2462.13,27675.36,Paid
TR-66F74C58,GR0000000138,2023,2024-06-12,On-time,Agent-prepared,1433123.0,1314355.0,118768.0,27966.88,2512.57,25454.32,Paid
TR-C5A2A12C,GR0000000138,2024,2025-06-20,On-time,Agent-prepared,1575115.0,1441436.0,133679.0,31478.05,2459.12,29018.93,Paid
TR-37700BD1,GR0000000139,2022,2023-06-16,On-time,Agent-prepared,1034966.0,946146.0,88820.0,19551.13,2266.12,17285.01,Paid
TR-E52D1EFF,GR0000000139,2023,2024-06-19,On-time,Self-prepared,797772.0,728471.0,69301.0,15254.59,1721.97,13532.62,Paid
TR-FC663E9E,GR0000000139,2024,2025-06-18,On-time,Agent-prepared,1006089.0,916957.0,89132.0,19619.81,2361.27,17258.53,Paid
TR-9D55CAB3,GR0000000140,2022,2023-08-01,Late,Agent-prepared,1921700.14,1864049.14,57651.0,16241.86,1481.69,14760.17,Paid
TR-1D90AF15,GR0000000140,2023,2024-07-19,Extended,Agent-prepared,2127749.86,2063917.37,63832.5,17983.36,1559.27,16424.08,Unpaid
TR-D474F33F,GR0000000140,2024,2025-06-23,On-time,Agent-prepared,1887512.58,1830887.2,56625.38,15952.91,1405.3,14547.61,Paid
TR-998C39EC,GR0000000141,2024,2025-08-20,Extended,Agent-prepared,20036840.0,17154777.0,2882063.0,695688.71,125384.19,570304.52,Paid
TR-2EF8D5DF,GR0000000142,2022,2023-06-28,On-time,Agent-prepared,522862.2,507176.34,15685.87,3868.25,668.88,3199.36,Paid
TR-F8E29DA5,GR0000000142,2023,2024-06-25,On-time,Self-prepared,455993.53,442313.72,13679.81,3373.54,580.93,2792.61,Paid
TR-2D9D87E7,GR0000000142,2024,2025-06-29,On-time,Agent-prepared,607250.37,589032.86,18217.51,4492.57,772.73,3719.84,Paid
TR-4C96B9E2,GR0000000143,2022,2023-06-26,On-time,Self-prepared,156419.6,151727.01,4692.59,1372.63,161.4,1211.23,Paid
TR-98C28AA3,GR0000000143,2023,2024-06-26,On-time,Agent-prepared,69181.92,67106.47,2075.46,607.09,63.11,543.99,Paid
TR-FD86A955,GR0000000143,2024,2025-06-21,On-time,Agent-prepared,106681.25,103480.81,3200.44,936.16,108.29,827.87,Unpaid
TR-95350E66,GR0000000144,2024,2025-06-29,On-time,Self-prepared,1130569.2,1119263.51,11305.69,2892.69,280.67,2612.02,Unpaid
TR-64C3EC87,GR0000000145,2022,2023-07-15,Late,Self-prepared,871130.75,862419.44,8711.31,2348.9,442.0,1906.9,Paid
TR-7EFA2922,GR0000000145,2023,2024-09-17,Extended,Self-prepared,363227.69,359595.41,3632.28,979.4,187.78,791.62,Unpaid
TR-0A46DD08,GR0000000145,2024,2025-07-06,Late,Agent-prepared,249818.85,247320.66,2498.19,673.61,125.22,548.39,Paid
TR-5E3843BB,GR0000000146,2022,2023-06-23,On-time,Agent-prepared,1213945.0,1097638.0,116307.0,24502.03,4137.37,20364.66,Paid
TR-09D1D383,GR0000000146,2023,2024-06-10,On-time,Agent-prepared,1320372.0,1102858.0,217514.0,45822.98,8043.62,37779.36,Paid
TR-823F0605,GR0000000146,2024,2025-06-24,On-time,Agent-prepared,1115189.0,1009177.0,106012.0,22333.21,4015.4,18317.81,Paid
TR-7E866DB9,GR0000000147,2022,2023-06-26,On-time,Self-prepared,17215469.87,17043315.17,172154.7,42766.53,10478.26,32288.28,Paid
TR-C9292A4C,GR0000000147,2023,2024-06-28,On-time,Agent-prepared,14297927.62,14154948.35,142979.28,35518.8,7827.09,27691.71,Unpaid
TR-AF0884E6,GR0000000147,2024,2025-08-15,Extended,Agent-prepared,8394994.2,8311044.25,83949.94,20854.78,4517.24,16337.54,Partial
TR-2D42B93D,GR0000000148,2022,2023-06-17,On-time,Self-prepared,474327.0,450610.65,23716.35,5983.16,629.12,5354.04,Paid
TR-C9CAD18F,GR0000000148,2023,2024-06-18,On-time,Agent-prepared,238410.0,216179.0,22231.0,5608.44,639.39,4969.05,Paid
TR-E9451122,GR0000000148,2024,2025-06-10,On-time,Agent-prepared,259024.0,234377.0,24647.0,6217.95,605.94,5612.01,Paid
TR-F2800899,GR0000000149,2022,2023-06-19,On-time,Agent-prepared,113923.0,107665.0,6258.0,1412.36,122.52,1289.84,Partial
TR-3740C079,GR0000000149,2023,2024-06-20,On-time,Agent-prepared,274148.0,260440.6,13707.4,3093.6,278.02,2815.58,Paid
TR-DE7460B6,GR0000000149,2024,2025-06-13,On-time,Agent-prepared,105396.0,97935.0,7461.0,1683.86,124.79,1559.07,Paid
TR-B2766874,GR0000000150,2022,2023-06-12,On-time,Agent-prepared,108578.0,98382.0,10196.0,2915.08,334.92,2580.16,Partial
TR-643C44A6,GR0000000150,2023,2024-06-20,On-time,Agent-prepared,226237.0,205199.0,21038.0,6014.86,755.19,5259.67,Paid
TR-7795C227,GR0000000150,2024,2025-06-13,On-time,Agent-prepared,184239.0,164083.0,20156.0,5762.69,659.32,5103.37,Paid
TR-9D8D1F29,GR0000000151,2022,2023-06-16,On-time,Agent-prepared,23911961.0,20661227.0,3250734.0,814820.45,185173.62,629646.83,Paid
TR-7C2D33B2,GR0000000151,2023,2024-06-25,On-time,Agent-prepared,24010700.0,20500977.0,3509723.0,879737.95,195964.62,683773.33,Paid
TR-38BEAF1B,GR0000000151,2024,2025-06-25,On-time,Self-prepared,21275233.0,17591584.0,3683649.0,923333.78,196593.38,726740.4,Paid
TR-A2A05EC0,GR0000000152,2022,2023-06-10,On-time,Agent-prepared,657137.0,594090.0,63047.0,17540.45,2640.96,14899.49,Paid
TR-784B7B0A,GR0000000152,2023,2024-06-21,On-time,Agent-prepared,872657.0,784579.0,88078.0,24504.38,3830.43,20673.95,Paid
TR-D0A8AA4B,GR0000000152,2024,2025-06-13,On-time,Agent-prepared,1218969.0,1093220.0,125749.0,34984.91,5196.67,29788.25,Paid
TR-F0ADBEE4,GR0000000153,2022,2023-06-25,On-time,Agent-prepared,4543309.0,3220892.0,1322417.0,369575.1,59507.46,310067.64,Paid
TR-9A0722EE,GR0000000153,2023,2024-06-16,On-time,Agent-prepared,3546767.0,2207912.0,1338855.0,374169.02,64478.3,309690.72,Paid
TR-5FD1C355,GR0000000153,2024,2025-06-18,On-time,Agent-prepared,3146579.0,2344637.0,801942.0,224118.26,36925.39,187192.87,Paid
TR-E587C601,GR0000000154,2022,2023-06-23,On-time,Agent-prepared,2136016.0,1872367.0,263649.0,62287.44,7028.71,55258.74,Paid
TR-E55E8190,GR0000000154,2023,2024-06-11,On-time,Agent-prepared,1410794.0,1301523.0,109271.0,25815.43,3115.62,22699.8,Paid
TR-A486D639,GR0000000154,2024,2025-06-21,On-time,Agent-prepared,995420.0,899376.0,96044.0,22690.53,2524.5,20166.03,Paid
TR-0252791B,GR0000000155,2022,2023-06-21,On-time,Agent-prepared,909052.0,849959.0,59093.0,15746.57,1112.41,14634.15,Paid
TR-0E790BCD,GR0000000155,2023,2024-06-10,On-time,Agent-prepared,783842.0,729725.0,54117.0,14420.61,1047.06,13373.55,Paid
TR-D46F2148,GR0000000155,2024,2025-06-12,On-time,Agent-prepared,879456.0,835483.2,43972.8,11717.47,855.64,10861.83,Paid
TR-C93FFCCB,GR0000000156,2022,2023-06-15,On-time,Agent-prepared,877535.0,787345.0,90190.0,23361.23,2411.58,20949.65,Paid
TR-2318C4BE,GR0000000156,2023,2024-06-16,On-time,Agent-prepared,1358291.0,1238306.0,119985.0,31078.8,3802.26,27276.53,Paid
TR-CBD0516E,GR0000000156,2024,2025-06-22,On-time,Agent-prepared,1885742.0,1716100.0,169642.0,43941.07,4313.87,39627.2,Paid
TR-DE2B5338,GR0000000157,2022,2023-06-22,On-time,Agent-prepared,2041171.0,1627831.0,413340.0,111160.13,11994.55,99165.58,Paid
TR-4E241322,GR0000000157,2023,2024-06-12,On-time,Agent-prepared,2602479.0,2203991.0,398488.0,107165.96,9114.88,98051.08,Paid
TR-1AFED966,GR0000000157,2024,2025-06-10,On-time,Agent-prepared,2408969.0,1958542.0,450427.0,121134.0,12014.93,109119.06,Paid
TR-138DBBEC,GR0000000158,2022,2023-06-13,On-time,Agent-prepared,2490006.0,1949924.0,540082.0,148382.23,9394.34,138987.89,Paid
TR-B5545131,GR0000000158,2023,2024-06-25,On-time,Self-prepared,2898208.0,2046721.0,851487.0,233937.7,14389.09,219548.61,Paid
TR-F7293728,GR0000000158,2024,2025-06-21,On-time,Agent-prepared,3018368.0,2349630.0,668738.0,183729.2,12308.64,171420.56,Paid
TR-3FC7431F,GR0000000159,2022,2023-06-25,On-time,Self-prepared,3257860.0,2846926.0,410934.0,103375.21,11356.2,92019.01,Partial
TR-2F8E3D45,GR0000000159,2023,2024-06-19,On-time,Agent-prepared,2307719.0,2138742.0,168977.0,42508.12,4381.91,38126.21,Paid
TR-C98AC357,GR0000000159,2024,2025-06-14,On-time,Agent-prepared,2716098.0,2371342.0,344756.0,86727.37,10435.29,76292.08,Paid
TR-B17B057A,GR0000000160,2022,2023-06-13,On-time,Agent-prepared,6377753.0,5935447.0,442306.0,92797.11,13256.7,79540.41,Paid
TR-DC8602DA,GR0000000160,2023,2024-06-21,On-time,Agent-prepared,5039393.0,4724944.0,314449.0,65972.33,9624.66,56347.67,Paid
TR-E82D2C6D,GR0000000160,2024,2025-06-10,On-time,Agent-prepared,11307339.0,10542698.0,764641.0,160423.95,23847.36,136576.59,Paid
TR-ACFD2F8B,GR0000000161,2022,2023-06-27,On-time,Self-prepared,95150.57,92296.05,2854.52,746.33,94.92,651.41,Partial
TR-78E13F95,GR0000000161,2023,2024-06-21,On-time,Self-prepared,88323.83,85674.12,2649.72,692.79,80.03,612.75,Paid
TR-22E4E0A5,GR0000000161,2024,2025-06-21,On-time,Agent-prepared,48446.19,46992.8,1453.39,380.0,44.39,335.61,Paid
TR-AE6D95CB,GR0000000162,2022,2023-06-25,On-time,Agent-prepared,175960224.0,158680472.0,17279752.0,3203154.83,570170.64,2632984.2,Paid
TR-EFE6EE8C,GR0000000162,2023,2024-06-10,On-time,Agent-prepared,159141994.0,146205256.0,12936738.0,2398088.52,412114.11,1985974.41,Paid
TR-FAFF5F62,GR0000000162,2024,2025-06-12,On-time,Agent-prepared,177868299.0,153003298.0,24865001.0,4609235.6,759694.86,3849540.75,Paid
TR-C1B3F398,GR0000000163,2022,2023-06-10,On-time,Agent-prepared,479764.0,388247.0,91517.0,24097.68,2574.9,21522.77,Paid
TR-5F27D6C5,GR0000000163,2023,2024-06-12,On-time,Self-prepared,577257.0,448353.0,128904.0,33942.18,4266.06,29676.12,Paid
TR-3C7F5CAE,GR0000000163,2024,2025-06-15,On-time,Agent-prepared,468477.0,346262.0,122215.0,32180.88,3719.91,28460.97,Paid
TR-CD1FD2BC,GR0000000164,2022,2023-06-24,On-time,Agent-prepared,30159729.64,29254937.75,904791.89,187859.04,29487.96,158371.08,Paid
TR-57033937,GR0000000164,2023,2024-08-14,Extended,Self-prepared,24938032.45,24189891.47,748140.97,155334.11,26700.39,128633.72,Paid
TR-4ECB9925,GR0000000164,2024,2025-06-27,On-time,Agent-prepared,17280324.65,16173503.41,1106821.24,229805.74,36635.3,193170.44,Unpaid
TR-C162433D,GR0000000165,2022,2023-06-12,On-time,Agent-prepared,1376759.0,1285270.0,91489.0,18420.94,2704.01,15716.93,Paid
TR-9CE0B834,GR0000000165,2023,2024-06-12,On-time,Agent-prepared,3203481.0,3019173.0,184308.0,37109.68,4825.21,32284.47,Paid
TR-FE314BC1,GR0000000165,2024,2025-06-13,On-time,Agent-prepared,2812253.0,2671640.35,140612.65,28311.79,3675.26,24636.54,Paid
TR-B5631E47,GR0000000166,2022,2023-06-10,On-time,Self-prepared,1769160.0,1487857.0,281303.0,65908.49,5991.42,59917.07,Paid
TR-060EE0B0,GR0000000166,2023,2024-06-17,On-time,Agent-prepared,3004965.0,2437051.0,567914.0,133060.63,12596.43,120464.2,Paid
TR-0567B884,GR0000000166,2024,2025-06-18,On-time,Agent-prepared,2470879.0,2065031.0,405848.0,95089.03,8917.12,86171.91,Paid
TR-D581C283,GR0000000167,2022,2023-06-16,On-time,Self-prepared,3173820.0,2486642.0,687178.0,163758.86,19567.46,144191.39,Paid
TR-2E6316EB,GR0000000167,2023,2024-06-13,On-time,Agent-prepared,1622007.0,1156957.0,465050.0,110824.35,14851.09,95973.26,Paid
TR-BEB20A3C,GR0000000167,2024,2025-06-10,On-time,Agent-prepared,3261364.0,2395924.0,865440.0,206239.82,24119.22,182120.59,Paid
TR-61A239ED,GR0000000168,2022,2023-06-12,On-time,Agent-prepared,43059024.0,34573974.0,8485050.0,2159920.07,400976.73,1758943.34,Paid
TR-8AB4B2A5,GR0000000168,2023,2024-06-25,On-time,Agent-prepared,50309750.0,40700002.0,9609748.0,2446218.65,458741.35,1987477.3,Paid
TR-973E3B32,GR0000000168,2024,2025-07-26,Extended,Agent-prepared,73707176.0,63419231.0,10287945.0,2618857.74,454209.97,2164647.77,Paid
TR-0A1FE2B3,GR0000000169,2022,2023-06-12,On-time,Agent-prepared,1125787.0,995392.0,130395.0,28744.56,4452.45,24292.11,Paid
TR-BC7C2D46,GR0000000169,2023,2024-06-22,On-time,Agent-prepared,1178254.0,1029955.0,148299.0,32691.36,5088.26,27603.1,Paid
TR-6AAF62C5,GR0000000169,2024,2025-06-21,On-time,Agent-prepared,1906364.0,1697519.0,208845.0,46038.25,7563.39,38474.86,Paid
TR-DC0301BE,GR0000000170,2024,2025-07-26,Extended,Self-prepared,85340.67,82780.45,2560.22,724.52,73.8,650.72,Paid
TR-9ECD09EF,GR0000000171,2022,2023-06-19,On-time,Agent-prepared,105520.0,97819.0,7701.0,2175.72,183.25,1992.47,Paid
TR-4CBD1CFC,GR0000000171,2023,2024-06-19,On-time,Agent-prepared,142268.0,132108.0,10160.0,2870.45,252.24,2618.21,Paid
TR-A0B8B062,GR0000000171,2024,2025-08-03,Late,Self-prepared,110612.0,101514.0,9098.0,2570.41,197.62,2372.79,Paid
TR-5C920C1E,GR0000000172,2022,2023-06-13,On-time,Agent-prepared,131109.0,115576.0,15533.0,3855.32,392.12,3463.19,Paid
TR-F196289A,GR0000000172,2023,2024-06-24,On-time,Agent-prepared,202260.0,162655.0,39605.0,9830.02,1030.47,8799.56,Paid
TR-DBD4F53B,GR0000000172,2024,2025-06-24,On-time,Self-prepared,62650.0,54342.0,8308.0,2062.06,186.31,1875.75,Paid
TR-456256FD,GR0000000173,2022,2023-06-14,On-time,Agent-prepared,2059970.0,1896982.0,162988.0,40083.66,4222.46,35861.2,Paid
TR-EFE78E87,GR0000000173,2023,2024-06-19,On-time,Agent-prepared,3158456.0,2773429.0,385027.0,94689.74,11720.2,82969.55,Paid
TR-EE65DF83,GR0000000173,2024,2025-06-23,On-time,Agent-prepared,3354613.0,3038372.0,316241.0,77773.19,8723.65,69049.54,Paid
TR-5C97FED6,GR0000000174,2022,2023-06-15,On-time,Agent-prepared,194190.0,156650.0,37540.0,10673.68,662.85,10010.83,Paid
TR-BEB75086,GR0000000174,2023,2024-06-15,On-time,Agent-prepared,177728.0,127048.0,50680.0,14409.76,1004.83,13404.92,Paid
TR-4D7A69E2,GR0000000174,2024,2025-06-21,On-time,Agent-prepared,205859.0,159177.0,46682.0,13273.01,873.88,12399.13,Paid
TR-920AC338,GR0000000175,2022,2023-06-20,On-time,Self-prepared,308037.58,298796.46,9241.13,2361.26,279.72,2081.54,Paid
TR-6FB3AC50,GR0000000175,2023,2024-06-26,On-time,Agent-prepared,97489.45,94564.77,2924.68,747.31,93.88,653.43,Partial
TR-DACD5FCB,GR0000000175,2024,2025-06-23,On-time,Self-prepared,39324.31,38144.58,1179.73,301.44,35.56,265.88,Paid
TR-D453D4DB,GR0000000176,2022,2023-06-23,On-time,Agent-prepared,1544072.39,1497750.22,46322.17,9374.49,1516.83,7857.66,Paid
TR-58213C6B,GR0000000176,2023,2024-06-26,On-time,Agent-prepared,734041.37,712020.13,22021.24,4456.57,649.95,3806.62,Partial
TR-30630A1C,GR0000000176,2024,2025-06-22,On-time,Self-prepared,688240.43,667593.22,20647.21,4178.5,671.47,3507.03,Paid
TR-FF981642,GR0000000177,2022,2023-06-20,On-time,Agent-prepared,65384053.0,58782247.0,6601806.0,1827274.39,426825.04,1400449.34,Partial
TR-BF6D7D9E,GR0000000177,2023,2024-06-15,On-time,Agent-prepared,85743018.0,75292220.0,10450798.0,2892613.86,577477.03,2315136.82,Paid
TR-A039DC2D,GR0000000177,2024,2025-06-11,On-time,Agent-prepared,71394023.0,62295822.0,9098201.0,2518236.62,500359.65,2017876.97,Paid
TR-0A6D2527,GR0000000178,2022,2023-06-25,On-time,Self-prepared,1948443.0,1851020.85,97422.15,28826.22,2759.39,26066.83,Paid
TR-C1CDCB44,GR0000000178,2023,2024-06-16,On-time,Agent-prepared,1167288.0,1106376.0,60912.0,18023.24,1674.41,16348.82,Paid
TR-9A7BB6A8,GR0000000178,2024,2025-06-15,On-time,Agent-prepared,1010982.0,923395.0,87587.0,25916.1,2341.98,23574.11,Paid
TR-8AEF1310,GR0000000179,2022,2023-06-21,On-time,Self-prepared,490750.0,463337.0,27413.0,7459.63,1152.34,6307.29,Paid
TR-7EE160B3,GR0000000179,2023,2024-06-25,On-time,Agent-prepared,486619.0,447924.0,38695.0,10529.69,1387.12,9142.57,Paid
TR-145F2BA3,GR0000000179,2024,2025-06-22,On-time,Self-prepared,511174.0,475674.0,35500.0,9660.26,1482.89,8177.38,Paid
TR-CAC19668,GR0000000180,2022,2023-06-11,On-time,Agent-prepared,72725668.0,68256794.0,4468874.0,868856.27,162150.28,706705.99,Paid
TR-23848B28,GR0000000180,2023,2024-06-19,On-time,Agent-prepared,118963560.0,110011501.0,8952059.0,1740494.95,370127.67,1370367.28,Paid
TR-D07C0B62,GR0000000180,2024,2025-06-14,On-time,Agent-prepared,92201157.0,87386037.0,4815120.0,936174.8,177533.75,758641.05,Paid
TR-9F6F0631,GR0000000181,2022,2023-07-27,Late,Agent-prepared,9187916.0,6319581.0,2868335.0,706973.88,62179.99,644793.89,Paid
TR-BDE80BE6,GR0000000181,2023,2024-06-23,On-time,Agent-prepared,20755748.0,15730177.0,5025571.0,1238679.38,130773.93,1107905.45,Paid
TR-AB4AC6D6,GR0000000181,2024,2025-06-15,On-time,Agent-prepared,18147665.0,12190415.0,5957250.0,1468315.29,156598.54,1311716.76,Paid
TR-1D4A9213,GR0000000182,2022,2023-06-17,On-time,Agent-prepared,941546.0,878901.0,62645.0,16047.47,1601.77,14445.7,Paid
TR-50B6BE89,GR0000000182,2023,2024-06-13,On-time,Agent-prepared,988489.0,933197.0,55292.0,14163.89,1441.6,12722.29,Paid
TR-137E8FE5,GR0000000182,2024,2025-06-22,On-time,Self-prepared,1354185.0,1286475.75,67709.25,17344.76,1616.81,15727.95,Paid
TR-BF946A8B,GR0000000183,2022,2023-08-27,Extended,Self-prepared,192197.61,154588.63,37608.98,8598.75,1116.88,7481.87,Paid
TR-95BD36B9,GR0000000183,2023,2024-06-29,On-time,Self-prepared,202045.82,176140.14,25905.68,5922.96,876.05,5046.91,Paid
TR-C16789F3,GR0000000183,2024,2025-06-24,On-time,Agent-prepared,216547.71,183806.17,32741.54,7485.88,1043.24,6442.64,Paid
TR-AC7D91A3,GR0000000184,2022,2023-06-27,On-time,Agent-prepared,18527565.26,17971738.31,555826.96,123434.4,21508.21,101926.19,Paid
TR-CA304584,GR0000000184,2023,2024-06-27,On-time,Agent-prepared,38228810.16,37081945.86,1146864.3,254688.09,48505.53,206182.56,Unpaid
TR-335904A0,GR0000000184,2024,2025-06-29,On-time,Agent-prepared,22124473.19,21460739.0,663734.2,147397.73,24710.0,122687.73,Paid
TR-6463A3A1,GR0000000185,2022,2023-06-23,On-time,Agent-prepared,1409045.0,1293069.0,115976.0,31547.55,4840.51,26707.04,Paid
TR-4116F522,GR0000000185,2023,2024-06-17,On-time,Agent-prepared,1195005.0,1050780.0,144225.0,39231.78,6809.89,32421.89,Paid
TR-7701AD50,GR0000000185,2024,2025-06-22,On-time,Agent-prepared,872571.0,769017.0,103554.0,28168.54,4193.6,23974.94,Paid
TR-78ECD9A1,GR0000000186,2022,2023-06-17,On-time,Agent-prepared,360340.0,325437.0,34903.0,8634.44,966.52,7667.92,Paid
TR-CBB90641,GR0000000186,2023,2024-06-23,On-time,Agent-prepared,324647.0,300067.0,24580.0,6080.7,634.98,5445.71,Paid
TR-E1476953,GR0000000186,2024,2025-06-18,On-time,Agent-prepared,253113.0,234865.0,18248.0,4514.26,459.77,4054.49,Paid
TR-8210B524,GR0000000187,2022,2023-06-18,On-time,Self-prepared,517869.0,395360.0,122509.0,30394.36,2038.17,28356.19,Partial
TR-4BEDD984,GR0000000187,2023,2024-06-11,On-time,Agent-prepared,310495.0,230905.0,79590.0,19746.2,1248.5,18497.69,Paid
TR-7FD93175,GR0000000187,2024,2025-06-14,On-time,Agent-prepared,506223.0,337435.0,168788.0,41876.13,2615.44,39260.69,Paid
TR-ADEDBA16,GR0000000188,2022,2023-06-13,On-time,Agent-prepared,72480942.0,61381043.0,11099899.0,2874500.79,645530.32,2228970.47,Paid
TR-0E2BF4E5,GR0000000188,2023,2024-06-15,On-time,Agent-prepared,37443083.0,30983753.0,6459330.0,1672749.38,330660.94,1342088.45,Paid
TR-B9B1D506,GR0000000188,2024,2025-06-20,On-time,Agent-prepared,88459723.0,73777936.0,14681787.0,3802089.4,892120.77,2909968.64,Paid
TR-CF2A24B6,GR0000000189,2022,2023-06-25,On-time,Agent-prepared,141914.0,129199.0,12715.0,3289.05,237.26,3051.78,Paid
TR-8DB95138,GR0000000189,2023,2024-08-17,Extended,Agent-prepared,122985.0,116835.75,6149.25,1590.66,114.49,1476.16,Paid
TR-5D92EA4A,GR0000000189,2024,2025-09-19,Extended,Agent-prepared,96994.0,89599.0,7395.0,1912.9,163.76,1749.14,Partial
